County,State,Population_2018,Population_Density_Per_Square_Mile,Unemployment_rate_2018,Median_Household_Income_2018,Total_Male,Total_Female,Total_age0to17,Male_age0to17,Female_age0to17,Total_age18to64,Male_age18to64,Female_age18to64,Total_age65plus,Male_age65plus,Female_age65plus,Total_age85plusr,Male_age85plusr,Female_age85plusr,ICU_Beds,Aggregate_Transit_Score,cases,deaths
Stanton,KS,1987,3.3,2.6,60136,990,997,519,258,261,1118,574,544,350,158,192,61,27,34,0,0,295,0
Stevens,KS,5559,7.9,2.8,58817,2754,2805,1607,750,857,3068,1612,1456,884,392,492,165,57,108,0,0,772,0
Sumner,KS,22996,20.4,3.5,56946,11519,11477,5667,2905,2762,13026,6632,6394,4303,1982,2321,629,215,414,0,0,244,53
Thomas,KS,7711,7.4,2.6,55345,3775,3936,1802,916,886,4547,2241,2306,1362,618,744,231,82,149,1,0,,
Trego,KS,2793,3.4,3.2,48520,1418,1375,500,267,233,1553,787,766,740,364,376,127,55,72,0,0,10,0
Wabaunsee,KS,6899,8.9,3.2,59744,3527,3372,1612,865,747,3906,1972,1934,1381,690,691,158,56,102,0,0,987,0
Wallace,KS,1503,1.6,2.6,51350,750,753,378,173,205,775,408,367,350,169,181,72,27,45,0,0,,
Washington,KS,5420,6.5,2.7,48104,2767,2653,1211,645,566,2911,1532,1379,1298,590,708,254,95,159,0,0,,
Wichita,KS,2105,3.1,2.2,59800,1073,1032,549,267,282,1130,605,525,426,201,225,77,31,46,0,0,,
Wilson,KS,8665,16.5,4.4,45697,4289,4376,2088,1063,1025,4723,2380,2343,1854,846,1008,251,78,173,0,0,45,0
Woodson,KS,3183,6.6,4.3,43894,1601,1582,672,348,324,1738,889,849,773,364,409,125,54,71,0,0,327,0
Wyandotte,KS,165324,1039,4.8,47084,82022,83302,46051,23625,22426,98992,49610,49382,20281,8787,11494,2509,873,1636,145,3331926583,47492,3038
Adair,KY,19215,46,5.1,37392,9508,9707,3906,2039,1867,11738,5803,5935,3571,1666,1905,372,126,246,0,0,4009,574
Allen,KY,21122,58,3.7,44624,10446,10676,4858,2478,2380,12539,6256,6283,3725,1712,2013,318,119,199,0,0,1337,43
Anderson,KY,22663,106.1,3.6,60908,11107,11556,5335,2798,2537,13756,6771,6985,3572,1538,2034,376,93,283,0,0,546,72
Ballard,KY,7979,33.4,6.9,47658,3977,4002,1691,901,790,4618,2313,2305,1670,763,907,201,69,132,0,0,389,0
Barren,KY,44176,86.5,4.4,42439,21353,22823,10386,5235,5151,25972,12786,13186,7818,3332,4486,951,270,681,10,0,1228,10
Bath,KY,12383,41.6,6.7,44183,6111,6272,3111,1618,1493,7192,3529,3663,2080,964,1116,226,87,139,0,0,276,32
Bell,KY,26569,79.9,6.3,29362,13024,13545,5646,2896,2750,15818,7900,7918,5105,2228,2877,560,176,384,7,0,14,0
Boone,KY,131533,482.3,3.4,77696,65164,66369,34210,17439,16771,79519,39721,39798,17804,8004,9800,1687,614,1073,18,1904129927,11559,317
Bourbon,KY,20184,69,4,48614,9838,10346,4634,2377,2257,11735,5772,5963,3815,1689,2126,477,176,301,4,0,489,77
Boyd,KY,47240,309.9,5.9,48020,23510,23730,10048,5161,4887,27971,14323,13648,9221,4026,5195,1113,350,763,50,2785351253,1864,155
Boyle,KY,30100,157.8,4.4,47528,14993,15107,6015,3102,2913,18328,9457,8871,5757,2434,3323,841,266,575,22,108153591,980,0
Bracken,KY,8239,41.3,4.9,56432,4129,4110,1924,998,926,4945,2499,2446,1370,632,738,129,47,82,0,0,455,0
Breathitt,KY,12726,28.2,7.3,31182,6366,6360,2597,1381,1216,7936,4006,3930,2193,979,1214,203,71,132,4,0,187,0
Breckinridge,KY,20388,35.4,5.4,47284,10249,10139,4654,2429,2225,11793,5967,5826,3941,1853,2088,373,135,238,0,0,577,25
Bullitt,KY,81069,250.2,4.1,61022,40302,40767,17795,9186,8609,50622,25259,25363,12652,5857,6795,1074,424,650,0,46419614,3700,165
Butler,KY,12772,29.8,4.9,43048,6413,6359,2876,1501,1375,7496,3789,3707,2400,1123,1277,263,80,183,0,0,7765,254
Caldwell,KY,12715,37.7,4.7,43659,6130,6585,2845,1425,1420,7218,3554,3664,2652,1151,1501,355,115,240,0,0,632,0
Calloway,KY,39135,96.6,3.9,41873,19061,20074,7089,3581,3508,25432,12487,12945,6614,2993,3621,772,272,500,10,0,1891,55
Campbell,KY,93152,597,3.3,60904,45696,47456,19395,9852,9543,59208,29448,29760,14549,6396,8153,1795,649,1146,21,4176721687,5558,447
Carlisle,KY,4771,26.9,4.9,41249,2353,2418,1086,569,517,2662,1344,1318,1023,440,583,141,36,105,0,0,120,31
Carroll,KY,10737,84.1,4.1,47623,5412,5325,2798,1408,1390,6304,3255,3049,1635,749,886,190,69,121,0,0,201,0
Carter,KY,27004,67.7,9.2,32906,13290,13714,6077,3143,2934,15862,7860,8002,5065,2287,2778,478,190,288,0,0,324,0
Casey,KY,15888,35.9,4.7,34358,7702,8186,3645,1835,1810,9046,4482,4564,3197,1385,1812,352,99,253,0,0,69,0
Christian,KY,71671,103.1,5.2,40299,38320,33351,19263,9961,9302,43617,24549,19068,8791,3810,4981,1135,397,738,18,155469837,5003,156
Clark,KY,36249,141.1,4.1,50162,17704,18545,8087,4202,3885,21682,10644,11038,6480,2858,3622,714,252,462,8,0,1382,0
Clay,KY,20105,46.3,7.1,28146,10467,9638,4242,2152,2090,12798,6950,5848,3065,1365,1700,273,104,169,6,0,107,0
Clinton,KY,10206,52.1,5.5,31118,5014,5192,2293,1159,1134,5923,2932,2991,1990,923,1067,167,58,109,0,0,146,0
Crittenden,KY,8915,25.9,5.2,43624,4488,4427,1966,1021,945,5097,2596,2501,1852,871,981,193,71,122,0,0,216,42
Cumberland,KY,6659,22.5,4.5,33541,3245,3414,1441,737,704,3762,1846,1916,1456,662,794,150,47,103,0,0,233,0
Daviess,KY,101104,210.9,4,51441,49399,51705,24735,12681,12054,59241,29262,29979,17128,7456,9672,2245,726,1519,32,3308277373,11939,250
Edmonson,KY,12274,40.2,5.3,43151,6161,6113,2253,1158,1095,7475,3789,3686,2546,1214,1332,276,114,162,0,0,1720,189
Elliott,KY,7508,33.5,9.3,35446,4245,3263,1370,703,667,4655,2824,1831,1483,718,765,159,50,109,0,0,12,0
Estill,KY,14198,58,5.5,35701,7033,7165,3045,1546,1499,8451,4281,4170,2702,1206,1496,210,72,138,0,0,,
Fayette,KY,323780,1042.8,3.3,55358,158892,164888,67639,34688,32951,212927,105658,107269,43214,18546,24668,5136,1695,3441,260,,21989,572
Fleming,KY,14432,41.2,5.4,42571,7090,7342,3475,1766,1709,8374,4137,4237,2583,1187,1396,247,87,160,3,0,104,0
Floyd,KY,35845,100.3,6.6,33218,17523,18322,7829,4128,3701,21428,10503,10925,6588,2892,3696,550,176,374,16,0,626,0
Franklin,KY,50815,237.2,3.7,53134,24539,26276,10589,5369,5220,31078,15154,15924,9148,4016,5132,974,338,636,10,0,1071,0
Fulton,KY,6120,33.2,5.8,32355,3042,3078,1342,700,642,3541,1814,1727,1237,528,709,131,41,90,0,256989364,86,0
Gallatin,KY,8832,84.8,4.1,49060,4473,4359,2139,1084,1055,5460,2796,2664,1233,593,640,93,27,66,0,0,222,8
Garrard,KY,17560,73.5,4.4,51203,8656,8904,3841,2040,1801,10530,5207,5323,3189,1409,1780,344,102,242,0,0,141,0
Grant,KY,25121,95.6,4.3,53965,12579,12542,6661,3359,3302,15008,7614,7394,3452,1606,1846,280,93,187,0,0,1422,146
Graves,KY,37317,67.3,5,46785,18254,19063,8941,4570,4371,21475,10580,10895,6901,3104,3797,814,299,515,8,0,6027,651
Grayson,KY,26321,51.8,4.9,40780,13283,13038,6154,3169,2985,15490,7970,7520,4677,2144,2533,446,151,295,6,0,3800,235
Green,KY,11049,39.4,4.3,36782,5446,5603,2310,1158,1152,6459,3261,3198,2280,1027,1253,248,84,164,0,0,59,0
Greenup,KY,35268,107.2,6.6,49457,17148,18120,7535,3893,3642,20345,10027,10318,7388,3228,4160,853,297,556,0,179153439,592,0
Hancock,KY,8758,45.6,4.2,56769,4494,4264,2238,1209,1029,5034,2572,2462,1486,713,773,137,49,88,0,0,323,0
Hardin,KY,110356,169.3,4.1,52278,54969,55387,27155,13934,13221,67804,34344,33460,15397,6691,8706,1702,588,1114,20,0,3074,53
Harlan,KY,26409,62.9,7.4,29521,12677,13732,6055,3025,3030,15409,7468,7941,4945,2184,2761,514,169,345,7,0,25,0
Harrison,KY,18778,61.5,4.1,51709,9228,9550,4228,2167,2061,11252,5587,5665,3298,1474,1824,360,106,254,6,0,1217,0
Hart,KY,18906,44.2,4,37038,9298,9608,4633,2291,2342,11141,5604,5537,3132,1403,1729,327,90,237,0,0,565,0
Henderson,KY,45591,105.9,3.8,51161,22006,23585,10568,5355,5213,27011,13163,13848,8012,3488,4524,919,300,619,12,2966305428,3857,100
Henry,KY,16106,53.9,3.9,53405,7969,8137,3804,2000,1804,9472,4701,4771,2830,1268,1562,263,74,189,0,0,482,0
Hickman,KY,4421,20.2,5.7,44290,2084,2337,842,411,431,2450,1188,1262,1129,485,644,166,45,121,0,0,157,0
Hopkins,KY,45068,86.6,4.4,45512,21976,23092,10188,5198,4990,26566,13065,13501,8314,3713,4601,901,297,604,19,0,9962,1187
Jackson,KY,13442,39.1,7,35317,6682,6760,3052,1595,1457,8073,4010,4063,2317,1077,1240,168,54,114,0,0,2726,433
Jefferson,KY,770517,1948.1,4.1,55860,372427,398090,170791,87230,83561,475223,232244,242979,124503,52953,71550,15933,5219,10714,366,5435556352,81829,5612
Jessamine,KY,53920,282.3,3.6,59443,26281,27639,12999,6672,6327,32834,15877,16957,8087,3732,4355,1030,434,596,0,1082044826,2393,0
Johnson,KY,22386,89.2,6.9,39381,10971,11415,4881,2486,2395,13388,6572,6816,4117,1913,2204,371,121,250,6,0,175,0
Kenton,KY,166051,996.7,3.4,64644,82155,83896,39533,20255,19278,102539,51295,51244,23979,10605,13374,2666,870,1796,54,3344477387,17858,1222
Knott,KY,15126,46.5,6.9,32228,7473,7653,3046,1565,1481,9286,4650,4636,2794,1258,1536,258,73,185,0,0,178,0
Knox,KY,31304,82.5,6.2,30742,15336,15968,7316,3747,3569,18582,9253,9329,5406,2336,3070,518,173,345,4,0,309,0
Larue,KY,14307,54.3,4.4,45458,7102,7205,3183,1663,1520,8600,4312,4288,2524,1127,1397,297,92,205,0,0,315,0
Laurel,KY,60669,135.6,5.1,41425,29725,30944,14052,7125,6927,36696,18051,18645,9921,4549,5372,896,336,560,14,0,925,98
Lawrence,KY,15571,38.2,7.2,36667,7758,7813,3692,1942,1750,9180,4556,4624,2699,1260,1439,233,86,147,6,0,80,0
Lee,KY,7033,37.8,6.3,29124,3810,3223,1351,737,614,4446,2515,1931,1236,558,678,94,25,69,0,0,4,0
Leslie,KY,10143,28.2,7.1,31921,5062,5081,2192,1167,1025,6133,3080,3053,1818,815,1003,176,65,111,0,0,211,0
Letcher,KY,21899,72.6,6.5,32321,10698,11201,4739,2416,2323,12883,6341,6542,4277,1941,2336,343,120,223,6,0,158,0
Lewis,KY,13257,28.7,8.4,35751,6627,6630,2853,1454,1399,7935,3987,3948,2469,1186,1283,226,91,135,0,0,269,0
Lincoln,KY,24644,74.1,5,42190,12076,12568,5877,3026,2851,14276,7062,7214,4491,1988,2503,464,168,296,0,0,279,47
Livingston,KY,9242,30.4,6.8,48182,4540,4702,1883,979,904,5353,2634,2719,2006,927,1079,206,64,142,0,0,249,0
Logan,KY,26989,48.6,3.9,46742,13311,13678,6305,3250,3055,15660,7792,7868,5024,2269,2755,565,198,367,6,0,2676,71
Lyon,KY,8009,38.9,5.1,48395,4388,3621,1164,619,545,4765,2785,1980,2080,984,1096,206,73,133,0,0,753,151
McCracken,KY,65346,263.6,5.6,48950,31393,33953,14650,7486,7164,37756,18458,19298,12940,5449,7491,1713,526,1187,58,1655957216,3202,107
McCreary,KY,17408,42.9,6.3,30029,9462,7946,3783,1968,1815,10832,6199,4633,2793,1295,1498,219,89,130,0,0,608,0
McLean,KY,9252,37.8,4.9,48080,4551,4701,2205,1132,1073,5247,2600,2647,1800,819,981,200,68,132,0,0,773,5
Madison,KY,92368,189.6,3.9,51897,44872,47496,19144,9756,9388,60487,29457,31030,12737,5659,7078,1396,472,924,12,0,1901,57
Magoffin,KY,12362,43.2,13.2,30950,6176,6186,2760,1424,1336,7479,3766,3713,2123,986,1137,182,87,95,0,0,25,0
Marion,KY,19404,57.8,3.8,45661,9605,9799,4692,2332,2360,11526,5886,5640,3186,1387,1799,427,120,307,6,0,855,0
Marshall,KY,31191,104.4,5.3,52388,15281,15910,6423,3337,3086,17959,8836,9123,6809,3108,3701,734,264,470,4,0,1531,49
Martin,KY,11323,56.3,6.5,28925,6219,5104,2220,1162,1058,7222,4194,3028,1881,863,1018,180,62,118,0,0,168,0
Mason,KY,17150,72.8,5.5,41807,8305,8845,4007,2048,1959,9996,4907,5089,3147,1350,1797,325,106,219,5,297291656,374,0
Meade,KY,28715,93.6,4.6,57613,14460,14255,6425,3295,3130,18264,9216,9048,4026,1949,2077,381,149,232,0,0,685,76
Menifee,KY,6451,31,7.6,34002,3281,3170,1193,634,559,3905,2044,1861,1353,603,750,129,38,91,0,0,271,0
Mercer,KY,21774,85.7,4.5,53921,10683,11091,4787,2491,2296,12898,6425,6473,4089,1767,2322,453,134,319,4,0,610,0
Metcalfe,KY,10030,34.9,4.1,35906,4973,5057,2363,1223,1140,5793,2917,2876,1874,833,1041,198,59,139,0,0,97,2
Monroe,KY,10718,33.3,4.1,35596,5343,5375,2420,1297,1123,6282,3171,3111,2016,875,1141,167,48,119,0,0,345,0
Montgomery,KY,28203,134.3,6,46629,13790,14413,6690,3482,3208,17042,8352,8690,4471,1956,2515,468,163,305,4,0,789,0
Morgan,KY,13345,36.5,6.3,35848,7627,5718,2438,1336,1102,8672,5237,3435,2235,1054,1181,222,87,135,0,0,50,0
Muhlenberg,KY,30774,67.4,6.7,43722,15708,15066,6357,3336,3021,18532,9792,8740,5885,2580,3305,638,192,446,6,0,15154,244
Nelson,KY,45851,104,4.3,55602,22625,23226,10814,5648,5166,27862,13791,14071,7175,3186,3989,690,210,480,4,0,1377,2
Nicholas,KY,7166,36.6,4.6,41428,3550,3616,1708,867,841,4273,2143,2130,1185,540,645,129,59,70,0,0,75,0
Ohio,KY,24087,40.6,5.7,44751,11991,12096,5886,2980,2906,13914,7016,6898,4287,1995,2292,472,166,306,4,0,4177,0
Oldham,KY,66470,322.2,3.3,102136,34810,31660,16937,8528,8409,40756,22107,18649,8777,4175,4602,761,250,511,8,480757537,2153,42
Owen,KY,10880,30.9,4.9,48998,5403,5477,2404,1204,1200,6463,3234,3229,2013,965,1048,190,53,137,0,0,39,0
Owsley,KY,4472,24.1,7.1,26278,2208,2264,1009,506,503,2586,1301,1285,877,401,476,93,40,53,0,0,104,0
Pendleton,KY,14529,53.7,4.1,54583,7406,7123,3268,1724,1544,8924,4607,4317,2337,1075,1262,239,82,157,0,0,313,0
Perry,KY,26092,84.5,6.3,33108,12836,13256,5984,3090,2894,15679,7690,7989,4429,2056,2373,397,169,228,32,0,649,0
Pike,KY,58402,82.6,5.9,37124,28499,29903,12021,6098,5923,35419,17612,17807,10962,4789,6173,1138,370,768,76,38834016,831,94
Powell,KY,12442,70.5,6,37776,6177,6265,3000,1539,1461,7467,3757,3710,1975,881,1094,167,56,111,0,0,64,0
Pulaski,KY,64623,95.8,5.1,41541,31566,33057,14373,7412,6961,38120,18684,19436,12130,5470,6660,1137,390,747,38,0,2469,111
Robertson,KY,2135,22.8,4.9,45146,1079,1056,440,230,210,1235,621,614,460,228,232,66,29,37,0,0,,
Rockcastle,KY,16750,53.9,4.9,37732,8185,8565,3600,1782,1818,10109,5047,5062,3041,1356,1685,267,98,169,0,0,630,0
Rowan,KY,24583,83.4,5.2,41196,11905,12678,4762,2435,2327,16372,7972,8400,3449,1498,1951,342,125,217,10,0,195,0
Russell,KY,17821,69.2,5.8,34648,8756,9065,4039,2070,1969,10185,4999,5186,3597,1687,1910,414,132,282,2,0,918,150
Scott,KY,56031,167.4,3.3,73500,27650,28381,14108,7115,6993,35176,17524,17652,6747,3011,3736,616,203,413,6,994965768,1759,0
Shelby,KY,48518,110.8,3.5,66056,23581,24937,11172,5761,5411,29862,14373,15489,7484,3447,4037,724,251,473,4,0,2937,146
Simpson,KY,18529,74,3.9,51769,9119,9410,4466,2303,2163,11007,5499,5508,3056,1317,1739,309,106,203,0,0,1725,121
Spencer,KY,18794,91.4,3.6,85899,9515,9279,4262,2236,2026,11905,5995,5910,2627,1284,1343,208,95,113,0,0,729,0
Taylor,KY,25549,92,4.3,45429,12483,13066,5665,2867,2798,15285,7603,7682,4599,2013,2586,500,163,337,8,0,422,2
Todd,KY,12311,33.3,4,51027,6129,6182,3290,1654,1636,7039,3572,3467,1982,903,1079,212,65,147,0,0,682,0
Trigg,KY,14643,32.5,4.7,49767,7259,7384,3206,1640,1566,8178,4024,4154,3259,1595,1664,274,102,172,0,0,377,0
Trimble,KY,8515,58.1,4.3,51674,4267,4248,1889,979,910,5137,2595,2542,1489,693,796,141,61,80,0,0,157,0
Union,KY,14505,43.8,5,47067,7556,6949,2695,1385,1310,9405,5098,4307,2405,1073,1332,238,56,182,0,0,482,0
Warren,KY,131264,210.1,3.7,53478,64205,67059,30099,15062,15037,84269,41664,42605,16896,7479,9417,1953,640,1313,52,217899971,25450,98
Washington,KY,12084,39.4,3.7,50246,5980,6104,2878,1538,1340,7030,3511,3519,2176,931,1245,276,72,204,0,0,280,0
Wayne,KY,20468,45.4,7,33701,10174,10294,4175,2143,2032,11987,6014,5973,4306,2017,2289,392,158,234,0,0,417,0
Webster,KY,13111,41,4.2,47132,6487,6624,3083,1515,1568,7745,3945,3800,2283,1027,1256,256,90,166,0,0,1303,0
Whitley,KY,36242,81.4,5,36863,17835,18407,9150,4747,4403,21313,10489,10824,5779,2599,3180,568,185,383,10,0,546,0
Wolfe,KY,7177,33.1,7.7,30144,3515,3662,1650,858,792,4139,2012,2127,1388,645,743,129,40,89,0,0,13,0
Woodford,KY,26533,132.1,3.1,66164,12773,13760,5848,2948,2900,15697,7565,8132,4988,2260,2728,464,154,310,0,0,1111,0
Acadia Parish,LA,62190,94.3,5.4,40484,30342,31848,16074,8279,7795,36625,17917,18708,9491,4146,5345,1141,337,804,4,0,,
Allen Parish,LA,25605,33.8,5.6,44395,14516,11089,5644,2922,2722,16117,9881,6236,3844,1713,2131,437,155,282,3,0,,
Ascension Parish,LA,124672,369.7,4.1,77758,61555,63117,33371,17112,16259,76567,37805,38762,14734,6638,8096,1274,427,847,0,0,,
Assumption Parish,LA,22300,69.2,6.7,48120,10819,11481,4792,2403,2389,13488,6536,6952,4020,1880,2140,474,167,307,0,0,,
Avoyelles Parish,LA,40462,50.5,5.7,37731,20408,20054,9545,4971,4574,24067,12463,11604,6850,2974,3876,830,264,566,2,0,,
Beauregard Parish,LA,37253,30.8,5.3,57005,18888,18365,9168,4685,4483,22214,11568,10646,5871,2635,3236,574,215,359,6,0,,
Bienville Parish,LA,13308,17.7,5.8,34047,6381,6927,2976,1475,1501,7547,3714,3833,2785,1192,1593,420,124,296,0,0,,
Bossier Parish,LA,127185,139.3,4.3,56754,62919,64266,31589,16265,15324,77356,38651,38705,18240,8003,10237,2125,759,1366,0,1387480716,,
Caddo Parish,LA,242922,290.2,5.5,40467,114969,127953,57537,28962,28575,143779,68405,75374,41606,17602,24004,5380,1814,3566,107,3583583467,,
Calcasieu Parish,LA,203112,181.2,3.8,50531,99313,103799,50566,25990,24576,122489,60032,62457,30057,13291,16766,3214,1188,2026,75,1218491523,,
Caldwell Parish,LA,9960,19.1,5.7,40842,5124,4836,2305,1203,1102,5886,3142,2744,1769,779,990,185,51,134,0,0,,
Cameron Parish,LA,6968,5.3,3.5,57299,3468,3500,1541,775,766,4278,2161,2117,1149,532,617,121,44,77,0,0,,
Catahoula Parish,LA,9608,14.7,6.8,35812,5078,4530,2053,1019,1034,5876,3298,2578,1679,761,918,164,57,107,0,0,,
Claiborne Parish,LA,15944,22.8,5.2,33659,9028,6916,2884,1440,1444,10014,6211,3803,3046,1377,1669,397,130,267,4,0,,
Concordia Parish,LA,19572,29.9,7,35840,9931,9641,4690,2417,2273,11503,6073,5430,3379,1441,1938,395,148,247,5,0,,
De Soto Parish,LA,27436,30.4,5.7,44457,13232,14204,6571,3399,3172,15967,7701,8266,4898,2132,2766,535,203,332,0,0,,
East Baton Rouge Parish,LA,440956,966.6,4.3,52945,210609,230347,99927,50453,49474,278501,133657,144844,62528,26499,36029,7067,2286,4781,124,3411258686,,
East Carroll Parish,LA,7037,18.4,10.3,27714,3811,3226,1734,863,871,4264,2519,1745,1039,429,610,118,32,86,0,0,,
East Feliciana Parish,LA,19305,44.7,4.7,45174,10486,8819,3528,1815,1713,12356,7024,5332,3421,1647,1774,291,146,145,0,0,,
Evangeline Parish,LA,33443,51.3,5.8,34113,17001,16442,8377,4221,4156,19939,10490,9449,5127,2290,2837,541,189,352,24,0,,
Franklin Parish,LA,20156,33.2,7.1,34446,9752,10404,5154,2599,2555,11397,5641,5756,3605,1512,2093,461,126,335,6,0,,
Grant Parish,LA,22482,34.7,5.9,43502,12576,9906,4744,2454,2290,14318,8508,5810,3420,1614,1806,317,124,193,0,0,,
Iberia Parish,LA,70941,127.6,5.8,42909,34708,36233,18322,9294,9028,41991,20587,21404,10628,4827,5801,1133,421,712,11,329780549,,
Iberville Parish,LA,32721,54,6.2,47917,16553,16168,6743,3438,3305,20797,10831,9966,5181,2284,2897,595,199,396,0,0,,
Jackson Parish,LA,15902,28.6,4.6,40828,8158,7744,3490,1852,1638,9246,4896,4350,3166,1410,1756,388,132,256,0,0,,
Jefferson Parish,LA,434051,1463.1,4.4,50871,210118,223933,95458,48763,46695,264263,129146,135117,74330,32209,42121,9218,3069,6149,215,2804018354,,
Jefferson Davis Parish,LA,31582,48.5,4.7,44492,15468,16114,8117,4193,3924,18306,8984,9322,5159,2291,2868,629,273,356,5,0,,
Lafayette Parish,LA,242782,824.6,4.5,57821,118148,124634,57350,29074,28276,153365,75014,78351,32067,14060,18007,3660,1202,2458,80,2452279189,,
Lafourche Parish,LA,98115,90.2,4.7,52651,48123,49992,22793,11584,11209,60154,29827,30327,15168,6712,8456,1795,617,1178,21,672214632,,
LaSalle Parish,LA,14917,23.8,4.4,45742,7732,7185,3419,1736,1683,8974,4878,4096,2524,1118,1406,280,97,183,0,0,,
Lincoln Parish,LA,47196,99.1,5.2,36525,22948,24248,9452,4763,4689,31348,15469,15879,6396,2716,3680,882,275,607,17,0,,
Livingston Parish,LA,139567,197.5,4.1,63088,68810,70757,35715,18175,17540,85430,42331,43099,18422,8304,10118,1495,590,905,0,0,,
Madison Parish,LA,11161,19.4,8.3,28452,5540,5621,2649,1331,1318,6906,3481,3425,1606,728,878,207,79,128,0,0,,
Morehouse Parish,LA,25398,35.2,8.2,34023,12212,13186,6136,3148,2988,14499,6993,7506,4763,2071,2692,598,205,393,12,0,,
Natchitoches Parish,LA,38659,31.6,5.8,36298,18589,20070,9063,4707,4356,23181,11034,12147,6415,2848,3567,747,275,472,8,0,,
Orleans Parish,LA,391006,2029.4,5,38855,185068,205938,78086,39448,38638,255160,120876,134284,57760,24744,33016,6624,2204,4420,111,74,,
Ouachita Parish,LA,154475,251.8,5.2,44371,74050,80425,38427,19571,18856,93201,44844,48357,22847,9635,13212,2732,958,1774,88,2195235336,,
Plaquemines Parish,LA,23410,29.5,4.6,58643,11805,11605,6058,3148,2910,14209,7211,6998,3143,1446,1697,333,98,235,0,153370597,,
Pointe Coupee Parish,LA,21940,40.9,5.4,46603,10543,11397,4793,2431,2362,12631,6119,6512,4516,1993,2523,509,203,306,0,0,,
Rapides Parish,LA,130562,99.9,5.3,48116,63168,67394,32250,16468,15782,76937,37510,39427,21375,9190,12185,2523,849,1674,26,0,,
Red River Parish,LA,8477,23.4,4.4,36865,4078,4399,1980,1021,959,4878,2385,2493,1619,672,947,186,41,145,0,0,,
Richland Parish,LA,20192,37.1,6.2,35103,9852,10340,4706,2469,2237,11942,5797,6145,3544,1586,1958,400,133,267,2,0,,
Sabine Parish,LA,24032,28,5.2,36423,11862,12170,5668,2906,2762,13384,6601,6783,4980,2355,2625,553,186,367,0,0,,
St. Bernard Parish,LA,46721,95.1,5,43983,22896,23825,12440,6360,6080,28941,14079,14862,5340,2457,2883,567,195,372,8,1853762443,,
St. Charles Parish,LA,52879,189.1,4.4,67585,25940,26939,12922,6595,6327,32783,16055,16728,7174,3290,3884,730,303,427,8,0,,
St. Helena Parish,LA,10262,27.4,6.6,38699,4947,5315,2161,1087,1074,6055,2952,3103,2046,908,1138,211,87,124,0,0,,
St. James Parish,LA,21037,91.5,6.2,53903,10161,10876,4748,2417,2331,12679,6180,6499,3610,1564,2046,361,138,223,0,0,,
St. John the Baptist Parish,LA,43184,215.5,5.7,50830,21066,22118,10617,5392,5225,26423,12814,13609,6144,2860,3284,572,235,337,0,0,,
St. Landry Parish,LA,82764,90.3,6.2,36624,39950,42814,22230,11411,10819,47206,22758,24448,13328,5781,7547,1499,484,1015,16,0,,
St. Martin Parish,LA,53621,70.7,5.2,46229,26359,27262,12978,6550,6428,32586,16112,16474,8057,3697,4360,809,315,494,0,0,,
St. Mary Parish,LA,49774,98.4,6.6,39764,24545,25229,11865,6063,5802,29667,14739,14928,8242,3743,4499,963,344,619,15,0,,
St. Tammany Parish,LA,258111,276.4,4.2,67054,125280,132831,61917,31460,30457,152500,74044,78456,43694,19776,23918,4460,1577,2883,149,115344985,,
Tangipahoa Parish,LA,133777,153,5.5,47128,64790,68987,32761,16638,16123,81786,39568,42218,19230,8584,10646,1855,651,1204,64,372142919,,
Tensas Parish,LA,4462,8.7,7.7,28962,2158,2304,1022,530,492,2351,1145,1206,1089,483,606,130,38,92,0,0,,
Terrebonne Parish,LA,111021,90.8,5,51665,54649,56372,28090,14340,13750,66947,33178,33769,15984,7131,8853,1667,643,1024,26,2237306724,,
Union Parish,LA,22330,25.9,5.7,43584,11056,11274,4888,2496,2392,12852,6392,6460,4590,2168,2422,533,213,320,0,0,,
Vermilion Parish,LA,59830,49.4,5.3,48263,28974,30856,15229,7739,7490,35489,17210,18279,9112,4025,5087,1149,402,747,6,0,,
Vernon Parish,LA,48860,39.4,6.6,47664,26045,22815,12129,6179,5950,30772,17195,13577,5959,2671,3288,574,245,329,7,0,,
Washington Parish,LA,46582,70.4,5.7,36850,23027,23555,11232,5769,5463,26995,13529,13466,8355,3729,4626,884,341,543,13,0,,
Webster Parish,LA,38798,69.5,6.1,35070,18861,19937,8780,4537,4243,22352,11050,11302,7666,3274,4392,937,308,629,16,0,,
West Baton Rouge Parish,LA,26427,123.6,4.4,58205,13047,13380,6461,3271,3190,16359,8143,8216,3607,1633,1974,389,133,256,0,0,,
West Carroll Parish,LA,10982,32.3,9.2,39332,5588,5394,2533,1347,1186,6359,3322,3037,2090,919,1171,224,75,149,0,0,,
